time_s,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,orient_0,orient_1,orient_2,orient_3,accel_0,accel_1,accel_2,gyro_0,gyro_1,gyro_2,pose,rssi
23.72,-45.28,-1.22,-14.211,33.559,7.506,-15.91,-41.053,11.812,0.0696,-0.0216,0.0604,-0.0348,0.3202,0.2978,-0.4917,-0.279,0.4063,0.1864,rest,-55
23.74,-25.248,-31.408,4.155,-22.846,-6.334,-0.946,-1.809,22.531,0.1835,-0.0479,-0.1131,0.0389,0.4894,-0.121,0.2551,-0.1674,0.0043,-0.2324,rest,-55
23.76,0.217,-2.329,12.162,35.561,-7.778,-39.995,-4.042,5.986,0.0202,-0.0157,0.1488,0.0136,-0.0314,-0.2333,-0.524,0.0658,0.0491,-0.2119,rest,-55
23.78,-0.887,-2.877,-12.49,-15.866,8.102,-4.516,-11.82,-17.233,-0.013,0.0924,0.0207,-0.0237,0.0925,0.4093,0.1471,0.052,0.1277,-0.0316,rest,-55
23.8,3.681,-9.779,-31.011,6.857,6.934,-5.754,20.716,-14.432,-0.1771,-0.0697,-0.1541,0.0338,-0.2256,0.2954,0.2891,-0.185,-0.1616,0.1069,rest,-55
23.82,19.597,-40.252,5.633,-43.952,-10.97,21.873,60.195,-4.776,-0.1247,-0.0513,0.0066,-0.067,-0.2774,-0.1281,0.1187,-0.0339,-0.1763,-0.134,rest,-55
23.84,-8.277,-19.989,-14.143,12.873,-4.606,-35.07,20.499,8.334,-0.1383,-0.0365,-0.0792,0.0677,-0.1115,-0.0218,-0.0568,-0.296,0.2811,0.1325,rest,-55
23.86,-14.948,3.837,19.482,1.115,31.135,58.357,-2.522,-11.651,-0.0989,-0.2214,0.1248,-0.0353,0.2626,0.3229,-0.3243,-0.1862,0.3489,-0.014,rest,-55
23.88,-13.206,-20.903,-2.829,30.158,13.709,3.635,31.77,27.916,0.0334,0.2776,-0.0247,0.1098,-0.1179,0.2709,-0.0745,0.0923,0.478,0.1904,rest,-55
23.9,9.537,-15.494,3.765,-20.16,17.74,17.238,-3.593,33.271,0.1523,0.015,0.0566,-0.0588,-0.0817,-0.3234,-0.1435,-0.0209,-0.3321,0.1154,rest,-55
23.92,20.443,-0.158,-53.945,-5.06,-27.868,-12.192,29.039,-48.689,-0.0816,0.083,-0.0702,-0.0778,0.6097,0.1135,0.2803,0.0989,0.0323,0.2528,rest,-55
23.94,38.107,-33.67,-0.706,-0.864,-8.586,19.621,5.138,38.509,0.11,0.1365,-0.1199,-0.0806,-0.2171,0.3969,-0.2902,-0.1876,-0.2243,0.5506,rest,-55
23.96,-2.845,10.598,-22.812,19.185,-35.473,-19.58,-14.627,4.377,-0.0793,0.1524,0.0503,-0.069,0.2993,-0.118,-0.1771,0.1792,-0.4906,0.147,rest,-55
23.98,-14.262,-14.292,39.163,-10.624,19.118,5.585,7.66,-5.011,-0.0303,0.1528,0.093,-0.05,-0.3138,-0.1753,0.2944,0.2357,0.111,-0.3234,rest,-55
24.0,15.076,26.072,3.471,39.596,-26.419,13.696,-20.404,21.171,0.0613,0.1801,0.05,-0.0404,-0.1473,-0.0751,-0.1532,0.2694,0.2551,-0.2993,rest,-55
24.02,0.767,1.25,-15.626,8.765,29.217,17.836,26.941,-14.369,0.0037,-0.0766,0.0239,0.0329,0.288,0.394,0.2067,-0.172,-0.2704,0.104,rest,-55
24.04,30.01,-0.496,-30.548,41.695,9.788,3.423,-23.359,0.324,0.0687,0.0503,-0.068,-0.0057,-0.1848,0.4992,0.2685,-0.1049,-0.2337,0.0556,rest,-55
24.06,-9.856,-8.366,-22.704,-20.228,3.253,-5.338,49.93,11.885,-0.1152,-0.1536,0.0398,-0.0397,0.3994,0.0846,-0.5948,-0.2039,-0.1351,0.0884,rest,-55
24.08,-21.055,3.056,-26.723,0.124,7.401,29.23,4.912,-16.335,0.1493,-0.0183,0.0774,-0.0613,0.0272,-0.2404,0.0967,0.1608,-0.099,-0.1102,rest,-55
24.1,7.136,-16.5,-30.359,7.064,-2.154,-2.577,10.421,13.215,-0.0161,-0.1123,-0.0639,0.0585,0.0409,-0.1649,-0.2353,0.1236,-0.0443,0.1505,rest,-55
24.12,17.587,-6.257,18.993,2.768,5.355,-43.775,-19.418,-18.334,-0.0319,0.0114,0.0155,0.0286,-0.2055,0.2074,0.5428,-0.0707,-0.1327,-0.1371,rest,-55
24.14,1.709,-10.515,-34.607,-29.135,20.404,25.636,31.998,4.526,-0.0991,-0.0438,-0.1491,-0.153,0.0766,0.1617,0.5875,-0.0166,-0.2716,-0.0244,rest,-55
24.16,-5.649,-9.825,6.875,-24.289,2.614,13.031,28.395,6.208,0.1043,-0.0444,-0.0304,0.1348,-0.4115,-0.1209,0.3385,-0.0422,-0.0571,-0.0531,rest,-55
24.18,2.343,21.722,18.485,0.229,21.848,6.836,17.182,-20.567,0.1739,0.022,-0.2748,0.166,0.0015,-0.1186,-0.1817,0.0879,-0.1777,-0.1154,rest,-55
24.2,-11.058,-5.845,-10.304,17.056,5.421,7.861,12.212,-1.862,-0.102,0.1805,0.0928,0.1613,0.3104,-0.1381,-0.7044,-0.2458,0.1273,-0.0203,rest,-55
24.22,-8.397,-49.911,-0.263,-21.636,-14.488,17.002,-20.583,-18.674,0.0186,0.0872,-0.0403,0.1467,-0.3836,-0.4362,-0.4618,-0.3304,0.0673,-0.1956,rest,-55
24.24,-28.204,7.596,16.479,21.017,17.506,-18.362,5.522,9.937,-0.0475,0.0165,-0.1252,-0.0628,0.1115,0.4523,0.3454,0.1322,0.0159,-0.015,rest,-55
24.26,-28.952,-16.71,-16.057,11.495,18.899,14.731,23.653,1.445,-0.0983,-0.005,-0.0725,0.0658,-0.1077,-0.0296,0.2081,-0.1482,0.1928,-0.2695,rest,-55
24.28,6.131,-1.818,16.547,-27.487,-30.616,15.001,-7.818,-1.816,-0.066,0.0913,0.0299,0.0241,-0.3509,0.1505,-0.2977,-0.1317,-0.2731,-0.0313,rest,-55
24.3,21.289,4.534,-8.836,2.183,2.072,1.321,3.547,-20.8,0.0107,-0.1755,0.0576,-0.1103,0.3533,-0.7336,0.5023,-0.3278,-0.24,0.0598,rest,-55
24.32,12.374,-5.668,17.852,-15.931,-7.994,-6.042,-10.768,-38.684,-0.0025,-0.0115,0.1078,-0.1286,-0.1918,0.361,0.088,0.1099,0.0907,0.0916,rest,-55
24.34,36.421,1.831,-20.227,12.776,-11.331,-2.199,7.404,-16.427,-0.051,0.0476,-0.0549,0.0973,-0.2958,-0.2969,0.5718,-0.306,-0.0053,0.3703,rest,-55
24.36,-0.572,26.935,13.049,-0.144,-2.613,-42.386,-6.382,4.644,0.0232,0.2466,0.0281,0.063,0.3495,0.1622,-0.0258,-0.0162,-0.0701,0.0888,rest,-55
24.38,-3.406,12.499,-20.182,2.937,31.041,-4.492,36.86,3.273,-0.0057,0.0117,-0.0311,-0.1981,0.2641,0.6578,0.1441,0.1083,-0.0365,0.2316,rest,-55
24.4,-0.785,5.344,-31.304,-10.587,7.347,18.144,18.699,-31.584,-0.1478,0.0584,-0.0747,0.0895,-0.4891,-0.0295,-0.0103,0.0961,-0.2062,-0.3934,rest,-55
24.42,3.425,10.529,20.149,-7.171,15.514,9.715,26.448,-1.108,-0.173,-0.0068,0.0088,0.0518,-0.4598,-0.0936,0.2604,-0.0208,-0.0611,0.3813,rest,-55
24.44,-21.4,24.663,20.425,-4.503,-0.658,-0.729,3.639,-11.891,-0.0428,-0.0355,-0.0323,-0.0311,-0.6722,0.0293,-0.1582,-0.3734,-0.07,-0.0762,rest,-55
24.46,25.505,-10.785,13.356,27.656,-12.561,-0.95,34.574,4.58,0.0374,-0.0407,0.0687,-0.004,-0.5496,-0.1066,-0.355,0.0224,-0.1834,0.0956,rest,-55
24.48,0.895,-24.96,-9.851,12.411,22.96,-18.048,-21.949,39.02,-0.001,0.0091,-0.0739,0.0215,0.5145,0.0763,0.3195,0.0058,-0.2052,-0.1366,rest,-55
24.5,-22.356,4.356,24.478,3.22,-6.156,-15.793,7.109,-24.763,-0.1134,0.09,-0.0278,-0.0297,-0.0507,0.2178,0.0497,-0.1486,-0.1414,-0.039,rest,-55
24.52,6.044,-0.71,-2.49,0.926,-0.724,-15.608,22.141,-9.646,0.0129,-0.206,-0.0215,-0.11,-0.2937,0.7267,0.0749,0.2452,0.1711,0.1966,rest,-55
24.54,-3.981,32.128,16.934,0.827,5.266,-2.735,1.045,-0.872,0.0382,0.174,-0.1205,0.1142,-0.1105,0.3809,-0.1,0.0826,-0.0318,-0.3461,rest,-55
24.56,34.78,-18.855,1.678,-21.048,-26.74,-4.099,-11.87,-23.376,-0.0035,-0.1482,0.0125,-0.0127,-0.7441,-0.1569,0.1405,-0.2127,0.1024,0.0865,rest,-55
24.58,-20.354,-0.246,16.5,-17.528,-4.116,23.005,-17.153,9.183,-0.1079,-0.0161,0.0447,-0.2405,-0.1603,0.1288,0.0678,-0.1045,-0.2209,0.1257,rest,-55
24.6,-6.448,10.907,7.604,-8.948,21.451,-11.886,23.809,26.426,0.105,-0.0181,0.2547,0.0152,0.0723,-0.0066,-0.3389,0.259,-0.1145,0.1839,rest,-55
24.62,23.191,12.066,-13.839,-6.822,-53.542,-2.329,16.054,-4.75,-0.059,-0.0298,0.1215,-0.0054,0.5574,-0.1712,0.0652,-0.0867,0.4149,0.0359,rest,-55
24.64,42.562,-8.403,30.552,2.36,16.733,-24.394,6.968,-21.382,0.0257,-0.1518,-0.0094,0.1096,0.1643,-0.3702,-0.5695,0.0994,0.3162,-0.1928,rest,-55
24.66,41.948,-0.13,-39.174,-31.218,15.399,2.591,29.644,-23.962,0.0118,0.0007,-0.0143,-0.0383,-0.1088,0.0524,0.0908,0.0505,0.2412,-0.2403,rest,-55
24.68,-36.234,20.339,-18.871,-7.59,-12.242,-12.67,-29.165,-11.391,0.0649,-0.0004,0.0505,-0.0496,0.2709,-0.1525,-0.6326,0.0633,0.1535,-0.1118,rest,-55
24.7,23.984,-17.014,13.415,34.896,0.735,-4.53,-2.113,32.566,0.0403,0.2144,0.0279,-0.0654,-0.1751,0.0185,-0.6124,-0.095,-0.0906,0.048,rest,-55
24.72,38.836,1.096,-38.453,-18.278,5.246,1.86,32.489,19.202,0.093,-0.0217,0.1099,-0.0896,0.2905,-0.0847,-0.4344,0.1186,0.2795,-0.0813,rest,-55
24.74,31.255,-33.119,-23.936,-2.935,-7.415,-13.343,2.674,-10.572,-0.0359,0.0278,-0.0668,-0.0106,-0.1937,-0.3617,0.2291,0.3416,0.2129,0.0663,rest,-55
24.76,-12.831,-5.738,21.14,-45.63,-7.265,14.682,-22.766,8.468,0.0377,-0.1454,0.0087,-0.0617,0.1248,0.2009,0.1197,0.0145,0.0578,-0.2352,rest,-55
24.78,-0.615,-15.93,20.631,13.665,13.608,34.27,-6.6,-10.98,-0.0354,-0.1602,-0.1524,0.0621,-0.4185,-0.3225,-0.0305,-0.0824,0.1771,0.0121,rest,-55
24.8,-15.969,19.433,14.576,-28.22,5.045,-14.302,-14.829,37.39,0.0124,-0.0218,0.0085,0.0874,-0.2105,-0.1593,0.197,-0.3033,0.1982,-0.321,rest,-55
24.82,-4.915,-31.977,-21.125,25.953,20.889,23.026,-28.98,-21.021,0.034,0.0715,-0.08,-0.0579,-0.3394,0.4975,-0.1425,0.0063,0.0167,0.2211,rest,-55
24.84,-19.049,23.365,-25.574,23.314,-34.306,-2.091,32.509,13.945,0.0421,-0.1048,-0.0735,0.1344,0.1417,0.2671,0.0221,-0.0563,0.1533,0.0519,rest,-55
24.86,-3.399,-28.28,19.078,8.801,-12.125,23.585,4.876,5.268,0.0884,0.0669,0.0294,-0.0189,0.5951,-0.2201,0.2238,-0.0168,0.0909,0.2467,rest,-55
24.88,-6.232,12.037,5.311,-12.826,25.162,14.224,-8.691,22.072,-0.0831,-0.0029,-0.0429,0.0751,-0.1439,0.2275,0.1783,-0.075,0.3659,-0.149,rest,-55
24.9,-28.18,17.122,-42.988,29.836,2.035,-28.54,-18.969,-32.682,0.0383,-0.1327,0.0502,-0.0305,-0.1426,0.1528,0.1871,0.2292,-0.1268,-0.006,rest,-55
24.92,-12.707,3.26,-15.566,-8.482,-8.38,5.867,0.059,10.126,-0.0107,-0.058,0.0191,-0.0917,0.1707,-0.0856,0.0614,0.044,0.3203,0.0763,rest,-55
24.94,1.464,-13.847,16.048,-5.404,-30.51,-3.902,3.83,-16.37,-0.0118,-0.0071,-0.0056,0.1235,-0.3935,0.6101,-0.0099,0.116,0.0256,-0.3452,rest,-55
24.96,-21.132,-10.486,19.874,-27.686,-17.115,3.297,9.457,8.854,-0.0984,-0.1598,0.0539,0.1433,-0.1036,-0.3434,-0.129,0.0788,-0.0466,0.2814,rest,-55
24.98,18.499,3.687,-39.086,-13.845,-10.96,-14.932,3.816,4.229,-0.1674,0.0805,0.0016,0.0358,0.2234,-0.2301,0.3777,-0.0284,0.3025,-0.1788,rest,-55
25.0,28.765,-18.08,50.976,-19.037,21.132,-7.248,14.3,-0.811,-0.1091,-0.2797,0.2508,0.0073,-0.8831,0.0908,0.2069,-0.143,-0.1417,-0.004,rest,-55
25.02,24.052,1.999,29.265,22.624,-4.576,-31.41,-4.533,10.53,0.006,0.0634,0.0863,0.0531,-0.0826,0.156,0.6706,-0.298,0.0975,0.3664,rest,-55
25.04,-23.492,20.022,22.694,-29.537,14.247,-5.426,-1.209,-6.499,0.1313,-0.0112,-0.0463,-0.0446,-0.1023,-0.3239,-0.1416,0.0235,0.0809,0.2408,rest,-55
25.06,4.82,-9.489,-20.221,5.89,-2.347,-1.686,5.251,10.388,0.027,-0.0171,-0.0801,-0.0613,0.2545,-0.1271,-0.4038,0.2319,-0.1885,0.007,rest,-55
25.08,9.823,0.064,-49.563,7.81,26.529,15.731,-42.48,42.545,-0.1326,-0.1078,0.0782,0.0453,0.0241,-0.1708,0.3993,-0.0079,-0.3132,0.2465,rest,-55
25.1,4.386,22.3,11.451,47.832,-6.199,0.322,14.397,-6.076,0.0803,-0.2947,-0.0073,-0.0103,-0.0418,-0.2631,0.2718,-0.1009,0.0401,-0.0074,rest,-55
25.12,10.007,28.619,3.902,16.828,2.897,-10.12,-2.831,-5.671,0.0568,0.0107,-0.0794,-0.0222,-0.4578,-0.0554,0.0004,0.3617,0.2697,-0.2068,rest,-55
25.14,4.035,4.386,-4.609,-3.334,-7.079,37.454,-8.324,6.819,-0.2529,0.0824,0.1184,-0.1052,-0.1536,0.1355,0.0058,0.0933,-0.0574,0.3727,rest,-55
25.16,-13.395,53.831,24.838,16.642,-20.81,18.194,12.079,-42.392,-0.1405,0.0358,-0.0133,-0.0516,0.3237,-0.2651,-0.1366,-0.1294,0.102,-0.3439,rest,-55
25.18,-9.953,-34.455,-6.258,14.461,14.818,-14.552,10.666,-3.703,0.1361,-0.013,-0.2973,0.0895,-0.1377,-0.0823,0.1008,-0.2849,0.0149,0.1069,rest,-55
25.2,7.281,-11.979,19.839,-19.95,-12.51,-2.72,5.909,-6.491,0.1229,0.0295,0.0076,0.026,0.2199,0.0722,-0.5429,0.2179,0.0239,0.137,rest,-55
25.22,-8.119,-36.534,-45.578,-18.887,10.346,25.958,6.039,-21.045,-0.0784,0.1361,-0.1311,0.2102,0.5628,0.6404,0.1142,-0.0683,0.0713,0.1817,rest,-55
25.24,-13.016,-22.024,-5.679,-15.446,24.818,-12.329,1.913,19.661,0.128,0.0209,0.0384,-0.1017,0.3069,0.3791,-0.5611,0.3526,-0.1401,0.1189,rest,-55
25.26,1.551,-1.208,-4.13,-19.851,10.477,-5.721,-26.188,-20.7,-0.1292,-0.0525,0.0485,-0.0711,0.2926,-0.0358,-0.0868,0.0034,0.279,-0.2743,rest,-55
25.28,33.127,19.203,-0.433,23.661,-6.449,5.714,-10.828,19.33,-0.0707,-0.0051,0.0679,0.1048,-0.2463,0.2259,-0.2946,-0.4301,-0.1496,0.1669,rest,-55
25.3,-0.244,-10.7,1.11,0.448,12.438,-32.234,-2.047,2.486,-0.1365,-0.1379,-0.0365,0.0009,0.0036,-0.1669,-0.1792,-0.079,0.0597,0.2489,rest,-55
25.32,-44.408,12.46,-2.223,10.514,23.711,-15.103,18.886,-25.081,0.0128,-0.0243,0.0046,-0.0989,0.1311,0.4759,-0.2916,0.0379,0.1712,-0.0593,rest,-55
25.34,27.208,-8.594,-2.326,-19.863,2.532,0.06,12.718,-12.724,-0.0682,0.0462,0.1397,0.0629,0.5542,0.1666,0.1558,0.1359,0.2976,0.2475,rest,-55
25.36,-21.698,16.012,5.307,-3.881,-35.459,-30.803,-7.289,-29.292,-0.0344,0.0714,-0.0581,0.0083,-0.321,0.0896,0.1524,-0.2846,-0.1504,-0.2534,rest,-55
25.38,10.184,3.28,-0.994,-2.566,6.457,6.857,-9.912,-12.712,-0.0059,-0.019,0.2061,-0.0384,0.0869,0.1398,0.4202,-0.1622,0.2679,-0.0295,rest,-55
25.4,50.027,7.252,-24.579,-3.943,26.725,1.631,-1.193,14.38,-0.0345,-0.0211,-0.0945,0.1729,-0.3668,0.0508,0.144,-0.0027,-0.2508,-0.1998,rest,-55
25.42,10.45,-15.598,-41.44,7.74,-17.45,12.624,-4.032,-4.996,0.0052,-0.1138,-0.0825,-0.026,-0.3433,0.2141,-0.0922,-0.2899,-0.1118,0.0202,rest,-55
25.44,-8.922,7.996,11.481,48.034,23.013,-32.727,-7.205,-5.333,0.0575,-0.0934,-0.0531,-0.1244,-0.1807,-0.1695,-0.0939,-0.2373,0.1964,0.0944,rest,-55
25.46,-28.977,0.519,-31.305,26.845,32.282,-1.115,-17.053,-13.285,-0.0454,-0.0107,0.137,0.0956,0.2913,0.0512,-0.3461,-0.154,0.0121,-0.2402,rest,-55
25.48,6.08,16.102,10.907,10.104,-37.326,26.667,-31.348,-3.055,0.0619,0.0359,-0.1278,-0.1098,0.0861,0.1533,-0.3322,0.0785,-0.3031,0.1249,rest,-55
25.5,-17.677,1.61,-1.748,23.213,4.843,-11.982,7.192,42.848,0.074,-0.0059,-0.0834,-0.0616,0.204,-0.2657,0.0008,0.2875,0.0301,-0.2158,rest,-55
25.52,43.557,35.249,10.024,25.515,-5.34,14.489,-8.471,-27.108,0.2592,-0.1407,0.0298,0.0286,0.1548,-0.0269,-0.0238,0.0277,0.096,-0.0004,rest,-55
25.54,-1.367,-26.422,40.274,10.714,4.178,-12.489,-20.072,17.2,-0.016,0.0621,-0.1352,0.1547,0.2704,-0.0243,0.1403,0.1482,-0.2674,0.3356,rest,-55
25.56,9.665,-14.082,-21.932,19.742,4.223,9.652,0.533,-20.055,0.0509,-0.0198,-0.0022,0.2377,0.2607,0.278,0.8162,0.0769,0.0239,-0.1358,rest,-55
25.58,-9.051,-40.942,15.808,-25.338,18.055,-0.861,2.561,-0.847,0.1386,0.1209,-0.0029,-0.0899,0.2772,-0.2924,-0.4665,0.0997,0.2437,-0.081,rest,-55
25.6,8.09,-8.313,14.44,21.901,-5.257,-20.552,-29.141,18.514,-0.1137,0.0372,0.0777,-0.0501,-0.0499,0.2997,-0.2425,-0.1819,-0.0469,0.2556,rest,-55
25.62,32.215,-1.976,-14.242,21.282,-33.386,4.952,-0.878,25.877,0.1395,-0.0943,0.0168,-0.0571,-0.088,0.1852,-0.1005,0.0388,0.1915,0.303,rest,-55
25.64,5.774,2.355,-22.146,31.716,9.914,2.725,1.701,7.213,0.0772,0.0896,0.1611,0.0243,0.5263,0.3173,-0.018,-0.3335,0.0171,0.3117,rest,-55
25.66,-15.505,1.649,3.304,18.843,-7.756,-17.388,11.4,-14.868,-0.1836,0.184,0.0927,0.1883,0.2622,0.2041,0.1109,-0.0372,0.1024,-0.1106,rest,-55
25.68,-21.385,-6.645,25.83,-24.648,-24.33,11.826,-8.302,9.71,0.099,0.0462,-0.0632,0.1283,0.2226,0.008,-0.0065,0.0748,-0.0624,-0.3262,rest,-55
25.7,15.003,13.815,-46.021,10.214,35.13,-22.553,-1.466,-3.64,0.166,0.1121,-0.0878,0.0342,0.6908,-0.1874,-0.0033,0.1027,-0.122,0.3526,rest,-55
25.72,-9.453,-27.781,-10.5,13.06,-15.963,6.044,11.251,-24.179,-0.0564,0.0349,0.0702,-0.0539,0.0455,-0.0852,0.2184,0.1039,-0.0747,0.0957,rest,-55
25.74,-8.252,9.147,9.426,47.421,-6.725,-2.825,-12.945,-20.656,-0.0456,0.0665,0.0737,0.0296,-0.0887,-0.148,-0.275,-0.1114,-0.259,0.2716,rest,-55
25.76,36.743,-38.717,5.785,5.454,4.176,-11.855,20.45,8.21,0.1034,-0.0738,-0.1383,0.0435,-0.2889,0.3164,-0.638,-0.0937,-0.1232,-0.0665,rest,-55
25.78,5.222,7.925,12.795,15.1,-3.431,42.174,27.742,-6.24,-0.0137,-0.0333,0.0363,-0.0972,-0.2369,-0.6502,-0.1196,0.213,-0.0304,-0.0192,rest,-55
25.8,5.563,-20.045,0.506,17.807,6.131,19.563,25.283,13.252,-0.0713,-0.0344,0.1931,0.0314,0.0543,-0.258,-0.0274,0.1433,0.003,-0.1039,rest,-55
25.82,-5.748,23.837,13.356,10.681,8.818,-23.661,5.447,21.36,-0.0261,0.0977,0.0545,0.0828,0.0153,0.266,-0.4394,0.0066,0.1426,0.0593,rest,-55
25.84,21.912,-3.142,-10.949,-32.781,-5.459,10.337,15.22,-27.984,0.1175,-0.0974,-0.0121,-0.0569,0.1252,0.0282,0.2034,0.3688,0.0796,-0.1153,rest,-55
25.86,9.221,38.903,13.127,18.914,-31.872,7.738,-5.36,-13.602,-0.0022,0.0109,-0.0624,0.0188,-0.052,0.2107,0.0683,0.0752,0.1959,0.111,rest,-55
25.88,-0.122,-41.738,10.275,-18.238,-1.725,7.421,26.661,36.846,-0.0921,-0.1316,0.0326,0.0242,-0.3606,-0.005,0.1793,-0.246,-0.1989,-0.1288,rest,-55
25.9,-4.245,13.879,-6.53,1.106,44.924,-19.126,-13.06,13.562,0.0988,0.0415,0.1809,0.0317,-0.5928,0.0291,-0.1713,0.2768,0.1929,-0.3179,rest,-55
25.92,27.006,18.787,-6.489,-1.569,27.844,-39.43,8.908,21.868,-0.0089,0.0648,0.0103,-0.0784,-0.2427,0.2136,-0.1907,-0.3049,0.0245,-0.1026,rest,-55
25.94,-23.982,1.435,15.346,0.403,-21.325,9.636,20.703,44.261,0.1442,-0.1005,0.0858,0.0257,-0.3456,0.0851,0.5756,0.2392,-0.2027,0.0027,rest,-55
25.96,9.833,-34.598,-33.909,3.093,3.354,-36.776,7.759,21.739,-0.0218,0.006,0.0571,0.0439,-0.5006,-0.2715,-0.1188,-0.1722,0.2934,0.1269,rest,-55
25.98,-22.195,-4.287,22.608,-12.925,17.032,27.664,24.323,3.608,0.1251,-0.0522,0.2486,0.0241,0.344,-0.1086,0.1498,0.1087,-0.1858,-0.1917,rest,-55
26.0,-4.09,22.107,-36.629,-7.257,26.197,-24.643,25.078,-22.556,-0.0917,-0.0147,0.1873,-0.064,-0.5199,-0.4206,0.2796,-0.2709,0.2376,0.014,rest,-55
26.02,-0.645,5.946,-16.018,2.757,-23.861,26.978,-20.546,8.778,-0.1035,-0.0533,-0.0374,0.2981,-0.0043,-0.2465,-0.1334,-0.3009,-0.0326,0.3702,rest,-55
26.04,6.721,18.068,-18.199,-4.067,4.078,-14.506,8.0,12.309,0.0543,-0.0151,0.1091,-0.0258,-0.1046,0.4325,-0.3321,-0.3406,-0.1736,0.0774,rest,-55
26.06,25.672,-13.21,36.297,0.544,-2.311,-16.999,39.027,-3.006,-0.1332,0.2458,0.0394,0.0799,0.5045,0.1843,0.2925,0.0109,0.1467,-0.0068,rest,-55
26.08,-0.404,2.394,-7.936,10.088,10.037,16.378,12.792,40.001,0.1053,-0.0207,0.0453,0.1413,-0.285,0.6043,-0.2324,0.1801,0.0013,-0.0102,rest,-55
26.1,-26.058,18.15,-25.767,-28.855,23.194,35.792,-13.345,20.062,0.0797,-0.0092,0.1336,-0.0164,0.1553,-0.3761,-0.3633,0.2338,0.1102,-0.0285,rest,-55
26.12,38.157,37.946,8.783,-29.113,-2.232,-16.652,1.79,-18.726,-0.1196,-0.2263,0.0167,-0.2299,-0.0961,0.2083,-0.2166,-0.217,-0.0136,-0.1657,rest,-55
26.14,3.713,-20.657,-2.09,-6.928,-0.23,32.703,3.996,10.089,-0.0625,0.0223,-0.0275,0.003,0.1947,-0.1501,-0.1194,-0.0973,-0.1011,0.0346,rest,-55
26.16,-7.28,29.959,53.583,-11.359,5.88,20.76,-5.315,-19.888,0.1738,0.0686,0.0319,0.1451,0.2311,-0.0144,-0.293,-0.0987,0.241,0.1364,rest,-55
26.18,-3.733,35.331,-3.144,19.75,4.401,38.659,15.061,0.923,-0.0179,-0.0015,-0.0725,-0.1367,0.0926,-0.1601,-0.1609,-0.0178,0.0104,0.0015,rest,-55
26.2,34.766,13.248,42.156,-8.78,15.674,-7.668,-11.223,42.911,-0.0768,-0.2232,-0.0708,-0.2008,-0.2854,-0.2576,0.0106,-0.4099,0.2392,-0.3752,rest,-55
26.22,-2.555,-6.483,16.507,7.031,23.737,-7.229,-9.295,8.256,0.1029,0.0825,0.0322,0.0233,-0.0109,0.123,0.6105,-0.0485,-0.0729,-0.0882,rest,-55
26.24,7.787,-42.435,-2.701,17.613,-10.525,3.734,42.187,6.632,-0.2239,-0.141,-0.0251,-0.0804,0.031,-0.0884,0.3498,-0.2183,-0.0415,0.0435,rest,-55
26.26,6.823,2.936,-48.225,1.666,-3.015,17.282,14.459,4.817,0.0313,0.1352,0.115,0.0275,0.6436,-0.1885,-0.3556,-0.0022,-0.0748,-0.4931,rest,-55
26.28,-13.048,6.872,-1.161,-15.529,0.847,2.461,14.301,-12.83,0.0874,-0.1091,-0.0503,0.1699,-0.3072,-0.1976,-0.3759,-0.1655,0.0277,0.1413,rest,-55
26.3,-0.373,-6.494,-24.855,-14.543,-30.921,14.731,16.121,-0.809,0.0441,0.0876,0.0101,0.1394,-0.3071,-0.1046,-0.1403,0.1294,-0.2868,0.2896,rest,-55
26.32,11.235,35.006,-0.811,-11.006,13.142,20.611,-14.288,-39.952,-0.1826,0.0261,0.154,-0.1301,-0.0817,-0.1045,0.5762,0.4517,0.0849,0.1796,rest,-55
26.34,17.404,-25.606,13.97,-20.392,-3.431,22.795,1.619,22.05,0.1299,-0.1757,-0.2178,0.1162,0.3607,0.077,0.1177,0.1786,0.1749,-0.0608,rest,-55
26.36,19.117,-6.929,4.871,4.0,-17.189,-14.86,44.682,-17.838,0.037,0.058,-0.0054,0.0671,0.0987,-0.2611,0.161,-0.1089,0.3481,0.0858,rest,-55
26.38,-14.003,6.846,-18.497,5.156,-4.514,-16.537,-16.789,48.699,0.0091,-0.0432,-0.0605,0.0471,-0.1915,-0.3284,-0.0097,-0.008,-0.0834,-0.1783,rest,-55
26.4,-7.819,-9.393,-12.167,5.53,44.525,26.635,38.838,-11.354,0.1675,0.0227,0.0986,0.0458,-0.103,0.2158,0.1455,-0.3536,-0.0248,0.1745,rest,-55
26.42,5.548,9.389,-15.028,5.124,-1.927,-4.069,-13.585,18.297,0.0345,0.0245,0.2051,0.0474,0.3601,0.0819,-0.1059,-0.2118,0.0483,-0.5327,rest,-55
26.44,5.449,6.308,-4.351,-1.847,-25.023,27.712,-6.745,-19.442,0.0545,0.0111,-0.0358,-0.0464,-0.0017,0.4037,0.1409,-0.0069,0.1705,0.0055,rest,-55
26.46,8.031,3.023,11.796,-8.883,-22.787,18.137,30.099,-21.838,0.0179,-0.0449,0.0883,0.0247,0.9982,-0.0904,0.4612,0.3269,0.1067,0.0074,rest,-55
26.48,1.897,0.204,22.666,-17.453,-3.22,-5.644,-34.524,17.178,0.1063,-0.0634,0.103,-0.1584,0.0072,-0.0379,0.0263,0.0165,-0.0154,-0.0776,rest,-55
